Column1;Column2;Column3;Column4
OEO_00010335;sustainable process;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00010336;sustainable biofuel;A biofuel is a combustion fuel that has a biogenic origin.;
OEO_00010337;non-sustainable biofuel;A biofuel is a combustion fuel that has a biogenic origin.;
OEO_00010360;source category;A sector is generically dependent continuant that is a subdivision of a system.;
OEO_00010361;renewable power unit;A power generating unit is an energy transformation unit that has the function to produce electrical energy.;
OEO_00010362;renewable power plant;A power plant is an energy transformation unit consisting of power generating units and a grid component that feeds electric energy into an electric grid.;
OEO_00010379;electrolytic hydrogen;Hydrogen is a portion of matter with the chemical formula H2. It has a gaseous normal state of matter. As it can be oxidised it can be used as a fuel.;
OEO_00010380;renewable electrolytic hydrogen;Electrolytic hydrogen is hydrogen that is a physical output of a water electrolysis process.;
OEO_00010381;steam reforming hydrogen;Hydrogen is a portion of matter with the chemical formula H2. It has a gaseous normal state of matter. As it can be oxidised it can be used as a fuel.;
OEO_00010382;fossil steam reforming hydrogen;Hydrogen is a portion of matter with the chemical formula H2. It has a gaseous normal state of matter. As it can be oxidised it can be used as a fuel.;
OEO_00010383;abated steam reforming hydrogen;Hydrogen is a portion of matter with the chemical formula H2. It has a gaseous normal state of matter. As it can be oxidised it can be used as a fuel.;
OEO_00010384;renewable electrical energy;Electrical energy is a form of energy derived from the potential or kinetic energy of charged particles.;
